lat,lng
41.9094,-87.7715
41.9154,-87.7192
41.8781,-87.6298
41.7928,-87.6241
41.7761,-87.6427
41.7592,-87.6334
41.9715,-87.8954
41.8708,-87.7229
41.897,-87.7511
41.7699,-87.5666
41.7669,-87.5829
41.7818,-87.6158
41.7476,-87.6027
41.9319,-87.7422
41.8112,-87.607
41.7672,-87.6142
41.7405,-87.7025
41.8873,-87.7633
41.8684,-87.6867
